Framenr;FrameTime;State;OutlierInfo;LastFltNrSubEv;LastFltNrEv;LastFltNrDec;Decision;SubDecision;PointEvents;rest;walk;dig;drink;eat;groom;rear-unsup;rear-wall;sniff;jump;
424;2021-01-15T16:18:28.366788+0100;000101000001;2.31;9;8;21;70;998;;0;0.999000999;0;0;0;0;0.000999000999;0;0;0;
425;2021-01-15T16:18:28.400104+0100;000101000001;2.75;9;8;21;70;998;;0;0.999000999;0;0;0;0;0.000999000999;0;0;0;
426;2021-01-15T16:18:28.433421+0100;000101000001;2.92;9;8;21;70;998;;0;0.999000999;0;0;0;0;0.000999000999;0;0;0;
427;2021-01-15T16:18:28.466737+0100;000101000001;3.23;9;8;21;70;998;;0;0.999000999;0;0;0;0;0.000999000999;0;0;0;
428;2021-01-15T16:18:28.500054+0100;000101000001;3.43;9;8;21;70;998;;0;0.999000999;0;0;0;0;0.000999000999;0;0;0;
429;2021-01-15T16:18:28.533370+0100;000101000001;3.46;9;8;21;70;998;;0;0.999000999;0;0;0;0;0.000999000999;0;0;0;
430;2021-01-15T16:18:28.566687+0100;000001000001;3.71;9;8;21;70;998;;0;0.999000999;0;0;0;0;0.000999000999;0;0;0;
431;2021-01-15T16:18:28.600003+0100;000001000001;4.06;9;8;21;70;998;;0;0.999000999;0;0;0;0;0.000999000999;0;0;0.88;
432;2021-01-15T16:18:28.633320+0100;000001000001;4.48;9;8;21;70;998;210;0;0.999000999;0;0;0;0;0.000999000999;0;0;0.95;
433;2021-01-15T16:18:28.666636+0100;000001000001;4.79;9;8;21;70;998;;0;0.999000999;0;0;0;0;0.000999000999;0;0;0.854;
434;2021-01-15T16:18:28.699953+0100;000001000001;5.44;9;8;21;70;998;;0;0.999000999;0;0;0;0;0.000999000999;0;0;0.668;
435;2021-01-15T16:18:28.733269+0100;000001000001;5.91;9;8;21;70;998;;0;0.999000999;0;0;0;0;0.000999000999;0;0;0.76;
436;2021-01-15T16:18:28.766586+0100;000001000001;5.47;9;8;21;70;998;;0;0.999000999;0;0;0;0;0.000999000999;0;0;0.856;
437;2021-01-15T16:18:28.799902+0100;000001000001;4.89;9;8;21;70;998;;0;0.999000999;0;0;0;0;0.000999000999;0;0;0.697;
438;2021-01-15T16:18:28.833219+0100;000001000001;4.95;9;8;21;70;998;;0;0.999000999;0;0;0;0;0.000999000999;0;0;0.811;
439;2021-01-15T16:18:28.866535+0100;000001000001;5.03;9;8;21;70;998;210;0;0.999000999;0;0;0;0;0.000999000999;0;0;0.862;
440;2021-01-15T16:18:28.899852+0100;000001000001;4.73;9;8;21;70;998;;0;0.999000999;0;0;0;0;0.000999000999;0;0;0.013;
441;2021-01-15T16:18:28.933168+0100;000001000001;4.36;9;8;21;70;998;;0;0.999000999;0;0;0;0;0.000999000999;0;0;0;
442;2021-01-15T16:18:28.966485+0100;000101000001;4.05;9;8;21;70;998;;0;0.999000999;0;0;0;0;0.000999000999;0;0;0;
443;2021-01-15T16:18:28.999801+0100;000101000001;4.2;9;8;21;70;998;;0;0.999000999;0;0;0;0;0.000999000999;0;0;0;
444;2021-01-15T16:18:29.033118+0100;000101000001;4.23;9;8;21;70;998;;0;0.999000999;0;0;0;0;0.000999000999;0;0;0;
445;2021-01-15T16:18:29.066434+0100;000001000001;4.31;9;8;21;70;998;;0;0.999000999;0;0;0;0;0.000999000999;0;0;0;
446;2021-01-15T16:18:29.099751+0100;000001000001;4.38;9;8;21;70;998;;0;0.998003992;0;0;0;0;0.000998003992;0;0.000998003992;0.487;
447;2021-01-15T16:18:29.133067+0100;000001000001;4.54;9;8;21;70;998;;0;0.998003992;0;0;0;0;0.000998003992;0;0.000998003992;0.444;
448;2021-01-15T16:18:29.166384+0100;000001000001;4.1;9;8;21;70;998;;0;0.998003992;0;0;0;0;0.000998003992;0;0.000998003992;0.737;
449;2021-01-15T16:18:29.199700+0100;000001000001;3.9;9;8;21;70;998;;0;0.999000999;0;0;0;0;0.000999000999;0;0;0.174;
450;2021-01-15T16:18:29.233017+0100;000001000001;3.9;9;8;21;70;998;;0;0.999000999;0;0;0;0;0.000999000999;0;0;0.01;
451;2021-01-15T16:18:29.266333+0100;000001000001;3.75;9;8;21;70;998;;0;0.999000999;0;0;0;0;0.000999000999;0;0;0;
452;2021-01-15T16:18:29.299650+0100;000101000001;3.77;9;8;21;70;998;;0;0.999000999;0;0;0;0;0.000999000999;0;0;0;
453;2021-01-15T16:18:29.332966+0100;000101000001;3.83;9;8;21;70;998;;0;0.999000999;0;0;0;0;0.000999000999;0;0;0;
454;2021-01-15T16:18:29.366283+0100;000101000001;3.95;9;8;21;70;998;;0;0.999000999;0;0;0;0;0.000999000999;0;0;0;
455;2021-01-15T16:18:29.399599+0100;000101000001;4.08;9;8;21;70;998;;0;0.998001998;0;0;0;0;0.000999000999;0;0.000999000999;0;
456;2021-01-15T16:18:29.432916+0100;000101000001;4.21;9;8;21;70;998;;0;0.998001998;0;0;0;0;0.000999000999;0;0.000999000999;0;
457;2021-01-15T16:18:29.466232+0100;000001000001;4.47;9;8;21;70;998;;0;0.998001998;0;0;0;0;0.000999000999;0;0.000999000999;0;
458;2021-01-15T16:18:29.499549+0100;000001000001;4.88;9;8;21;70;998;;0;0.998001998;0;0;0;0;0.000999000999;0;0.000999000999;0;
459;2021-01-15T16:18:29.532865+0100;000001000001;5.43;9;8;21;70;998;;0;0.997002997;0;0;0;0;0.000999000999;0;0.001998001998;0;
460;2021-01-15T16:18:29.566182+0100;000101000001;5.9;9;8;21;70;998;;0;0.988011988;0;0;0;0;0.000999000999;0;0.01098901099;0;
461;2021-01-15T16:18:29.599498+0100;000101000001;6.5;9;8;21;70;998;;0;0.952;0;0;0;0;0.006;0;0.042;0;
462;2021-01-15T16:18:29.632815+0100;000101000001;6.3;9;8;21;70;998;;0;0.584;0;0;0;0;0.01;0;0.406;0;
463;2021-01-15T16:18:29.666131+0100;000101000001;6.46;9;8;21;160;998;;0;0.147396293;0;0;0;0;0.0105913504;0;0.8420123566;0;
464;2021-01-15T16:18:29.699448+0100;000101000001;6.43;9;8;21;160;998;;0;0.147396293;0;0;0;0;0.0105913504;0;0.8420123566;0;
465;2021-01-15T16:18:29.732764+0100;000101000001;6.09;9;8;21;160;998;;0;0.147396293;0;0;0;0;0.0105913504;0;0.8420123566;0;
466;2021-01-15T16:18:29.766081+0100;000101000001;6;9;8;21;160;998;;0;0.1668331668;0;0;0;0;0.05894105894;0;0.7742257742;0;
467;2021-01-15T16:18:29.799397+0100;000101000001;5.9;9;8;21;70;998;;0;0.6248574686;0;0;0;0;0.08095781072;0;0.2941847206;0;
468;2021-01-15T16:18:29.832714+0100;000101000001;4.98;9;8;21;70;998;;0;0.912345679;0;0;0;0;0.08765432099;0;0;0;
469;2021-01-15T16:18:29.866030+0100;000101000001;4.85;9;8;21;70;998;;0;0.912345679;0;0;0;0;0.08765432099;0;0;0;
470;2021-01-15T16:18:29.899347+0100;000101000001;5.61;9;8;21;70;998;;0;0.9135200974;0;0;0;0;0.08647990256;0;0;0;
471;2021-01-15T16:18:29.932663+0100;000101000001;5.54;9;8;21;70;998;;0;0.9201349831;0;0;0;0;0.07986501687;0;0;0;
472;2021-01-15T16:18:29.965980+0100;000101000001;5.1;9;8;21;70;998;;0;0.9258872651;0;0;0;0;0.07411273486;0;0;0;
473;2021-01-15T16:18:29.999296+0100;000101000001;5.06;9;8;21;70;998;;0;0.929;0;0;0;0;0.071;0;0;0;
474;2021-01-15T16:18:30.032613+0100;000101000001;5.12;9;8;21;70;998;;0;0.964;0;0;0;0;0.036;0;0;0;
475;2021-01-15T16:18:30.065929+0100;000101000001;5.14;9;8;21;70;998;;0;0.986;0;0;0;0;0.014;0;0;0;
476;2021-01-15T16:18:30.099246+0100;000101000001;5.15;9;8;21;70;998;;0;0.991;0;0;0;0;0.009;0;0;0;
477;2021-01-15T16:18:30.132562+0100;000101000001;5.11;9;8;21;70;998;;0;0.993;0;0;0;0;0.007;0;0;0;
478;2021-01-15T16:18:30.165879+0100;000101000001;5.13;9;8;21;70;998;;0;0.994;0;0;0;0;0.006;0;0;0;
479;2021-01-15T16:18:30.199195+0100;000101000001;5.4;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
480;2021-01-15T16:18:30.232512+0100;000101000001;5.3;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
481;2021-01-15T16:18:30.265828+0100;000101000001;5.47;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
482;2021-01-15T16:18:30.299145+0100;000101000001;5.49;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
483;2021-01-15T16:18:30.332461+0100;000101000001;5.13;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
484;2021-01-15T16:18:30.365778+0100;000101000001;5.06;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
485;2021-01-15T16:18:30.399094+0100;000101000001;5.1;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
486;2021-01-15T16:18:30.432411+0100;000101000001;4.78;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
487;2021-01-15T16:18:30.465727+0100;000101000001;4.64;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
488;2021-01-15T16:18:30.499044+0100;000101000001;4.52;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
489;2021-01-15T16:18:30.532360+0100;000101000001;4.51;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
490;2021-01-15T16:18:30.565677+0100;000101000001;3.72;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
491;2021-01-15T16:18:30.598993+0100;000101000001;3.49;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
492;2021-01-15T16:18:30.632310+0100;000101000001;4.28;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
493;2021-01-15T16:18:30.665626+0100;000101000001;4.38;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
494;2021-01-15T16:18:30.698943+0100;000101000001;4.59;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
495;2021-01-15T16:18:30.732259+0100;000101000001;4.67;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
496;2021-01-15T16:18:30.765576+0100;000101000001;4.64;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
497;2021-01-15T16:18:30.798892+0100;000101000001;4.62;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
498;2021-01-15T16:18:30.832209+0100;000101000001;4.43;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
499;2021-01-15T16:18:30.865525+0100;000101000001;4.54;9;8;21;70;998;;0;0.999;0;0;0;0;0;0;0.001;0;
500;2021-01-15T16:18:30.898842+0100;000101000001;4.66;9;8;21;70;998;;0;0.999;0;0;0;0;0;0;0.001;0;
501;2021-01-15T16:18:30.932158+0100;000101000001;4.19;9;8;21;70;998;;0;0.999;0;0;0;0;0;0;0.001;0;
502;2021-01-15T16:18:30.965475+0100;000101000001;4.17;9;8;21;70;998;;0;0.999;0;0;0;0;0;0;0.001;0;
503;2021-01-15T16:18:30.998791+0100;000101000001;4.21;9;8;21;70;998;;0;0.999;0;0;0;0;0;0;0.001;0;
504;2021-01-15T16:18:31.032108+0100;000101000001;4.2;9;8;21;70;998;;0;0.999;0;0;0;0;0;0;0.001;0;
505;2021-01-15T16:18:31.065424+0100;000001000001;4.16;9;8;21;70;998;;0;0.999;0;0;0;0;0;0;0.001;0;
506;2021-01-15T16:18:31.098741+0100;000101000001;4.04;9;8;21;70;998;;0;0.999;0;0;0;0;0;0;0.001;0;
507;2021-01-15T16:18:31.132057+0100;000101000001;3.71;9;8;21;70;998;;0;0.999;0;0;0;0;0;0;0.001;0;
508;2021-01-15T16:18:31.165374+0100;000101000001;4.65;9;8;21;70;998;;0;0.999;0;0;0;0;0;0;0.001;0;
509;2021-01-15T16:18:31.198690+0100;000101000001;4.92;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
510;2021-01-15T16:18:31.232007+0100;000101000001;4.67;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
511;2021-01-15T16:18:31.265323+0100;000101000001;4.48;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
512;2021-01-15T16:18:31.298640+0100;000101000001;4.06;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
513;2021-01-15T16:18:31.331956+0100;000101000001;3.53;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
514;2021-01-15T16:18:31.365273+0100;000001000001;3.67;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
515;2021-01-15T16:18:31.398589+0100;000001000001;3.84;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
516;2021-01-15T16:18:31.431906+0100;000001000001;3.89;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
517;2021-01-15T16:18:31.465222+0100;000001000001;3.87;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
518;2021-01-15T16:18:31.498539+0100;000001000001;3.7;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
519;2021-01-15T16:18:31.531855+0100;000001000001;3.48;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
520;2021-01-15T16:18:31.565172+0100;000001000001;3.7;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
521;2021-01-15T16:18:31.598488+0100;000101000001;3.85;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
522;2021-01-15T16:18:31.631805+0100;000101000001;3.93;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
523;2021-01-15T16:18:31.665121+0100;000001000001;3.81;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
524;2021-01-15T16:18:31.698438+0100;000001000001;3.8;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
525;2021-01-15T16:18:31.731754+0100;000001000001;3.79;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
526;2021-01-15T16:18:31.765071+0100;000001000001;4.03;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
527;2021-01-15T16:18:31.798387+0100;000001000001;4.1;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
528;2021-01-15T16:18:31.831704+0100;000001000001;3.77;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
529;2021-01-15T16:18:31.865020+0100;000001000001;3.49;9;8;21;70;998;;0;1;0;0;0;0;0;0;0;0;
530;2021-01-15T16:18:31.898337+0100;000001000001;3.35;9;8;21;70;998;;0;0.998;0;0;0;0;0.002;0;0;0;
531;2021-01-15T16:18:31.931653+0100;000001000001;3.04;9;8;21;70;998;;0;0.994;0;0;0;0;0.006;0;0;0;
532;2021-01-15T16:18:31.964970+0100;000101000001;3.28;9;8;21;70;998;;0;0.992;0;0;0;0;0.008;0;0;0;
533;2021-01-15T16:18:31.998286+0100;000101000001;2.73;9;8;21;70;998;;0;0.983;0;0;0;0;0.017;0;0;0;
534;2021-01-15T16:18:32.031603+0100;000101000001;3.02;9;8;21;70;998;;0;0.981;0;0;0;0;0.019;0;0;0;
535;2021-01-15T16:18:32.064919+0100;000101000001;2.96;9;8;21;70;998;;0;0.978;0;0;0;0;0.022;0;0;0;
536;2021-01-15T16:18:32.098236+0100;000101000001;2.6;9;8;21;70;998;;0;0.971;0;0;0;0;0.029;0;0;0;
537;2021-01-15T16:18:32.131552+0100;000101000001;2.59;9;8;21;70;998;;0;0.936;0;0;0;0;0.064;0;0;0;
538;2021-01-15T16:18:32.164869+0100;000101000001;3.18;9;8;21;70;998;;0;0.892;0;0;0;0;0.108;0;0;0;
539;2021-01-15T16:18:32.198185+0100;000101000001;2.79;9;8;21;70;998;;0;0.892;0;0;0;0;0.108;0;0;0;
540;2021-01-15T16:18:32.231502+0100;000101000001;2.6;9;8;21;70;998;;0;0.887;0;0;0;0;0.113;0;0;0;
541;2021-01-15T16:18:32.264818+0100;000101000001;2.5;9;8;21;70;998;;0;0.826;0;0;0;0;0.17;0;0.004;0;
542;2021-01-15T16:18:32.298135+0100;000101000001;2.15;9;8;21;70;998;;0;0.711;0;0;0;0;0.256;0;0.033;0;
543;2021-01-15T16:18:32.331451+0100;000101000001;2.07;9;8;21;70;998;;0;0.677;0;0;0;0;0.286;0;0.037;0;
544;2021-01-15T16:18:32.364768+0100;000101000001;2.14;9;8;21;70;998;;0;0.639;0;0;0;0;0.319;0;0.042;0;
545;2021-01-15T16:18:32.398084+0100;000101000001;2.26;9;8;21;70;998;;0;0.5434565435;0;0;0;0;0.4035964036;0;0.05294705295;0;
546;2021-01-15T16:18:32.431401+0100;000101000001;2.06;9;8;21;10;998;;0;0.396;0;0;0;0;0.538;0;0.066;0;
547;2021-01-15T16:18:32.464717+0100;000101000001;2.13;9;8;21;10;998;;0;0.1409326425;0;0;0;0;0.7544041451;0.00621761658;0.09844559585;0;
548;2021-01-15T16:18:32.498034+0100;000101000001;2.21;9;8;21;10;998;;0;0.1008991009;0;0;0;0;0.7982017982;0.005994005994;0.09490509491;0;
549;2021-01-15T16:18:32.531350+0100;000101000001;3.21;9;8;21;10;998;;0;0.1008991009;0;0;0;0;0.7982017982;0.005994005994;0.09490509491;0;
550;2021-01-15T16:18:32.564667+0100;000101000001;3.17;9;8;21;10;998;;0;0.09490509491;0;0;0;0;0.8151848152;0.005994005994;0.08391608392;0;
551;2021-01-15T16:18:32.597983+0100;000101000001;2.49;9;8;21;10;998;;0;0.06268958544;0;0;0;0;0.9049544995;0.007077856421;0.02527805865;0;
552;2021-01-15T16:18:32.631300+0100;000101000001;3.03;9;8;21;10;998;;0;0.06106106106;0;0;0;0;0.8958958959;0.01801801802;0.02502502503;0;
553;2021-01-15T16:18:32.664616+0100;000101000001;2.56;9;8;21;10;998;;0;0.03095975232;0;0;0;0;0.9236326109;0.01960784314;0.0257997936;0;
554;2021-01-15T16:18:32.697933+0100;000101000001;0.45;9;8;21;10;998;;0;0.02959183673;0;0;0;0;0.9132653061;0.03163265306;0.02551020408;0;
555;2021-01-15T16:18:32.731249+0100;000101000001;0.46;9;8;21;10;998;;0;0.02569373073;0;0;0;0;0.9198355601;0.0318602261;0.02261048304;0;
556;2021-01-15T16:18:32.764566+0100;000101000001;2.34;9;8;21;10;998;;0;0.02569373073;0;0;0;0;0.9198355601;0.0318602261;0.02261048304;0;
557;2021-01-15T16:18:32.797882+0100;000101000001;2.8;9;8;21;10;998;;0;0.02551020408;0;0;0;0;0.9132653061;0.0387755102;0.02244897959;0;
558;2021-01-15T16:18:32.831199+0100;000101000001;2.97;9;8;21;10;998;;0;0.02551020408;0;0;0;0;0.9132653061;0.0387755102;0.02244897959;0;
559;2021-01-15T16:18:32.864515+0100;000101000001;0.43;9;8;21;10;998;;0;0.04179408767;0;0;0;0;0.8970438328;0.03873598369;0.02242609582;0;
560;2021-01-15T16:18:32.897832+0100;000101000001;2.21;9;8;21;10;998;;0;0.06211812627;0;0;0;0;0.8778004073;0.03869653768;0.02138492872;0;
561;2021-01-15T16:18:32.931148+0100;000101000001;2.37;9;8;21;10;998;;0;0.1369168357;0;0;0;0;0.8093306288;0.03853955375;0.01521298174;0;
562;2021-01-15T16:18:32.964465+0100;000101000001;2.25;9;8;21;10;998;;0;0.2894472362;0;0;0;0;0.664321608;0.03819095477;0.008040201005;0;
563;2021-01-15T16:18:32.997781+0100;000101000001;2.64;9;8;21;10;998;;0;0.368;0;0;0;0;0.587;0.038;0.007;0;
564;2021-01-15T16:18:33.031098+0100;000101000001;2.13;9;8;21;70;998;;0;0.5205205205;0;0;0;0;0.4494494494;0.02902902903;0.001001001001;0;
565;2021-01-15T16:18:33.064414+0100;000101000001;2.15;9;8;21;70;998;;0;0.6026026026;0;0;0;0;0.3723723724;0.02402402402;0.001001001001;0;
566;2021-01-15T16:18:33.097731+0100;000101000001;2.32;9;8;21;70;998;;0;0.6526526527;0;0;0;0;0.3403403403;0.006006006006;0.001001001001;0;
567;2021-01-15T16:18:33.131047+0100;000101000001;2.1;9;8;21;70;998;;0;0.665;0;0;0;0;0.328;0.006;0.001;0;
568;2021-01-15T16:18:33.164364+0100;000101000001;2.19;9;8;21;70;998;;0;0.727;0;0;0;0;0.266;0.006;0.001;0;
569;2021-01-15T16:18:33.197680+0100;000101000001;2.01;9;8;21;70;998;;0;0.875;0;0;0;0;0.118;0.006;0.001;0;
570;2021-01-15T16:18:33.230997+0100;000101000001;0.54;9;8;21;70;998;;0;0.961;0;0;0;0;0.032;0.006;0.001;0;
571;2021-01-15T16:18:33.264313+0100;000101000001;2.74;9;8;21;70;998;;0;0.976;0;0;0;0;0.018;0.006;0;0;
572;2021-01-15T16:18:33.297630+0100;000101000001;3.1;9;8;21;70;998;;0;0.982230997;0;0;0;0;0.01283316881;0.004935834156;0;0;
573;2021-01-15T16:18:33.330946+0100;000101000001;3.02;9;8;21;70;998;;0;0.982300885;0;0;0;0;0.0127826942;0.004916420846;0;0;
574;2021-01-15T16:18:33.364263+0100;000101000001;3.39;9;8;21;70;998;;0;0.982300885;0;0;0;0;0.0127826942;0.004916420846;0;0;
575;2021-01-15T16:18:33.397579+0100;000101000001;3.62;9;8;21;70;998;;0;0.9823182711;0;0;0;0;0.01277013752;0.004911591356;0;0;
576;2021-01-15T16:18:33.430896+0100;000101000001;3.73;9;8;21;70;998;;0;0.9823182711;0;0;0;0;0.01277013752;0.004911591356;0;0;
577;2021-01-15T16:18:33.464212+0100;000001000001;3.95;9;8;21;70;998;;0;0.9823182711;0;0;0;0;0.01277013752;0.004911591356;0;0;
578;2021-01-15T16:18:33.497529+0100;000001000001;4.17;9;8;21;70;998;;0;0.9823182711;0;0;0;0;0.01277013752;0.004911591356;0;0;
579;2021-01-15T16:18:33.530845+0100;000001000001;4.46;9;8;21;70;998;;0;0.9823182711;0;0;0;0;0.01277013752;0.004911591356;0;0;
580;2021-01-15T16:18:33.564162+0100;000001000001;4.53;9;8;21;70;998;;0;0.9823182711;0;0;0;0;0.01277013752;0.004911591356;0;0;
581;2021-01-15T16:18:33.597478+0100;000001000001;4.65;9;8;21;70;998;;0;0.9823182711;0;0;0;0;0.01277013752;0.004911591356;0;0.854;
582;2021-01-15T16:18:33.630795+0100;000001000001;4.24;9;8;21;70;998;210;0;0.9823182711;0;0;0;0;0.01277013752;0.004911591356;0;0.921;
583;2021-01-15T16:18:33.664111+0100;000001000001;4.02;9;8;21;70;998;;0;0.9823182711;0;0;0;0;0.01277013752;0.004911591356;0;0.668;
584;2021-01-15T16:18:33.697428+0100;000001000001;3.66;9;8;21;70;998;;0;0.9823182711;0;0;0;0;0.01277013752;0.004911591356;0;0.002;
585;2021-01-15T16:18:33.730744+0100;000001000001;3.28;9;8;21;70;998;;0;0.9823182711;0;0;0;0;0.01277013752;0.004911591356;0;0;
586;2021-01-15T16:18:33.764061+0100;000101000001;3.16;9;8;21;70;998;;0;0.9823182711;0;0;0;0;0.01277013752;0.004911591356;0;0;
587;2021-01-15T16:18:33.797377+0100;000101000001;3.37;9;8;21;70;998;;0;0.9823182711;0;0;0;0;0.01277013752;0.004911591356;0;0;
588;2021-01-15T16:18:33.830694+0100;000101000001;3.2;9;8;21;70;998;;0;0.9823182711;0;0;0;0;0.01277013752;0.004911591356;0;0;
589;2021-01-15T16:18:33.864010+0100;000101000001;2.81;9;8;21;70;998;;0;0.9822134387;0;0;0;0;0.0128458498;0.004940711462;0;0;
590;2021-01-15T16:18:33.897327+0100;000101000001;2.98;9;8;21;70;998;;0;0.982160555;0;0;0;0;0.01288404361;0.004955401388;0;0;
591;2021-01-15T16:18:33.930643+0100;000101000001;2.75;9;8;21;70;998;;0;0.9810756972;0;0;0;0;0.01294820717;0.004980079681;0.0009960159363;0;
592;2021-01-15T16:18:33.963960+0100;000101000001;2.61;9;8;21;70;998;;0;0.977022977;0;0;0;0;0.01298701299;0.004995004995;0.004995004995;0;
593;2021-01-15T16:18:33.997276+0100;000101000001;2.75;9;8;21;70;998;;0;0.976976977;0;0;0;0;0.01301301301;0.005005005005;0.005005005005;0;
594;2021-01-15T16:18:34.030593+0100;000101000001;3.23;9;8;21;70;998;;0;0.9572139303;0;0;0;0;0.01293532338;0.004975124378;0.02487562189;0;
595;2021-01-15T16:18:34.063909+0100;000101000001;2.87;9;8;21;70;998;;0;0.868917577;0;0;0;0;0.01290963257;0.004965243297;0.1132075472;0;
596;2021-01-15T16:18:34.097226+0100;000101000001;2.52;9;8;21;70;998;;0;0.784079602;0;0;0;0;0.01293532338;0.004975124378;0.1980099502;0;
597;2021-01-15T16:18:34.130542+0100;000001000001;2.43;9;8;21;70;998;;0;0.6805970149;0;0;0;0;0.01293532338;0.004975124378;0.3014925373;0;
598;2021-01-15T16:18:34.163859+0100;000001000001;2.12;9;8;21;70;998;;0;0.6280991736;0;0;0;0;0.01193755739;0.004591368228;0.3553719008;0;
599;2021-01-15T16:18:34.197175+0100;000001000001;0.43;9;8;21;70;998;;0;0.6280991736;0;0;0;0;0.01193755739;0.004591368228;0.3553719008;0;
600;2021-01-15T16:18:34.230492+0100;000001000001;0.43;9;8;21;70;998;;0;0.6280991736;0;0;0;0;0.01193755739;0.004591368228;0.3553719008;0;
601;2021-01-15T16:18:34.263808+0100;000101000001;2.43;9;8;21;70;998;;0;0.8061440678;0;0;0;0;0.01377118644;0.005296610169;0.1747881356;0;
602;2021-01-15T16:18:34.297125+0100;000101000001;2.66;9;8;21;70;998;;0;0.9439050701;0;0;0;0;0.01402373247;0.005393743258;0.03667745415;0;
603;2021-01-15T16:18:34.330441+0100;000101000001;2.33;9;8;21;70;998;;0;0.9780564263;0;0;0;0;0.01358411703;0.005224660397;0.003134796238;0;
604;2021-01-15T16:18:34.363758+0100;000101000001;2.68;9;8;21;70;998;;0;0.9793601651;0;0;0;0;0.01341589267;0.00515995872;0.002063983488;0;
605;2021-01-15T16:18:34.397074+0100;000101000001;2.45;9;8;21;70;998;;0;0.9794871795;0;0;0;0;0.01333333333;0.005128205128;0.002051282051;0;
606;2021-01-15T16:18:34.430391+0100;000101000001;2.85;9;8;21;70;998;;0;0.9801587302;0;0;0;0;0.0128968254;0.00496031746;0.001984126984;0;
607;2021-01-15T16:18:34.463707+0100;000101000001;2.42;9;8;21;70;998;;0;0.9801783944;0;0;0;0;0.01288404361;0.004955401388;0.001982160555;0;
608;2021-01-15T16:18:34.497024+0100;000101000001;2.17;9;8;21;70;998;;0;0.9801783944;0;0;0;0;0.01288404361;0.004955401388;0.001982160555;0;
609;2021-01-15T16:18:34.530340+0100;000101000001;2.33;9;8;21;70;998;;0;0.9801980198;0;0;0;0;0.01287128713;0.00495049505;0.00198019802;0;
610;2021-01-15T16:18:34.563657+0100;000101000001;2.45;9;8;21;70;998;;0;0.9821958457;0;0;0;0;0.01285855589;0.004945598417;0;0;
611;2021-01-15T16:18:34.596973+0100;000101000001;2.82;9;8;21;70;998;;0;0.982230997;0;0;0;0;0.01283316881;0.004935834156;0;0;
612;2021-01-15T16:18:34.630290+0100;000101000001;2.83;9;8;21;70;998;;0;0.982230997;0;0;0;0;0.01283316881;0.004935834156;0;0;
613;2021-01-15T16:18:34.663606+0100;000101000001;3.19;9;8;21;70;998;;0;0.9822834646;0;0;0;0;0.01279527559;0.004921259843;0;0;
614;2021-01-15T16:18:34.696923+0100;000101000001;3.73;9;8;21;70;998;;0;0.982300885;0;0;0;0;0.0127826942;0.004916420846;0;0;
615;2021-01-15T16:18:34.730239+0100;000101000001;3.91;9;8;21;70;998;;0;0.982300885;0;0;0;0;0.0127826942;0.004916420846;0;0;
616;2021-01-15T16:18:34.763556+0100;000101000001;4.16;9;8;21;70;998;;0;0.9823182711;0;0;0;0;0.01277013752;0.004911591356;0;0;
