Framenr;FrameTime;FilterVersion;FtEvElongation;FtEvVelocity;FtEvASM1;FtEvASM2;FtEvASM3;FtEvDudani1;FtEvDudani3;FtEvDudani4;FtEvDudani5;FtEvDudani6;FtEvDudani7;FtEvBending;FtFlow50FwHead1Mean;FtFlow50FwHead1Abs;FtFlow50FwHead1Std;FtFlow50FwHead1Meand;FtFlow50FwHead1AbsMeand;FtFlow50FwHead1Zerocross;FtFlow50FwHead2Mean;FtFlow50FwHead2Abs;FtFlow50FwHead2Std;FtFlow50FwHead2Meand;FtFlow50FwHead2AbsMeand;FtFlow50FwHead2Zerocross;FtFlow50FwButtMean;FtFlow50FwButtAbs;FtFlow50FwButtStd;FtFlow50FwButtMeand;FtFlow50FwButtAbsMeand;FtFlow50FwButtZerocross;FtFlow50SwHeadMean;FtFlow50SwHeadAbs;FtFlow50SwHeadStd;FtFlow50SwHeadMeand;FtFlow50SwHeadAbsMeand;FtFlow50SwHeadZerocross;FtFlow50SwMiddleMean;FtFlow50SwMiddleAbs;FtFlow50SwMiddleStd;FtFlow50SwMiddleMeand;FtFlow50SwMiddleAbsMeand;FtFlow50SwMiddleZerocross;FtFlow50SwButtMean;FtFlow50SwButtAbs;FtFlow50SwButtStd;FtFlow50SwButtMeand;FtFlow50SwButtAbsMeand;FtFlow50SwButtZerocross;FtFlow20FwHead1Mean;FtFlow20FwHead1Abs;FtFlow20FwHead1Std;FtFlow20FwHead1Meand;FtFlow20FwHead1AbsMeand;FtFlow20FwHead1Zerocross;FtFlow20FwHead2Mean;FtFlow20FwHead2Abs;FtFlow20FwHead2Std;FtFlow20FwHead2Meand;FtFlow20FwHead2AbsMeand;FtFlow20FwHead2Zerocross;FtFlow20FwButtMean;FtFlow20FwButtAbs;FtFlow20FwButtStd;FtFlow20FwButtMeand;FtFlow20FwButtAbsMeand;FtFlow20FwButtZerocross;FtFlow20SwHeadMean;FtFlow20SwHeadAbs;FtFlow20SwHeadStd;FtFlow20SwHeadMeand;FtFlow20SwHeadAbsMeand;FtFlow20SwHeadZerocross;FtFlow20SwMiddleMean;FtFlow20SwMiddleAbs;FtFlow20SwMiddleStd;FtFlow20SwMiddleMeand;FtFlow20SwMiddleAbsMeand;FtFlow20SwMiddleZerocross;FtFlow20SwButtMean;FtFlow20SwButtAbs;FtFlow20SwButtStd;FtFlow20SwButtMeand;FtFlow20SwButtAbsMeand;FtFlow20SwButtZerocross;FtFlow10FwHead1Mean;FtFlow10FwHead1Abs;FtFlow10FwHead1Std;FtFlow10FwHead1Meand;FtFlow10FwHead1AbsMeand;FtFlow10FwHead1Zerocross;FtFlow10FwHead2Mean;FtFlow10FwHead2Abs;FtFlow10FwHead2Std;FtFlow10FwHead2Meand;FtFlow10FwHead2AbsMeand;FtFlow10FwHead2Zerocross;FtFlow10FwButtMean;FtFlow10FwButtAbs;FtFlow10FwButtStd;FtFlow10FwButtMeand;FtFlow10FwButtAbsMeand;FtFlow10FwButtZerocross;FtFlow10SwHeadMean;FtFlow10SwHeadAbs;FtFlow10SwHeadStd;FtFlow10SwHeadMeand;FtFlow10SwHeadAbsMeand;FtFlow10SwHeadZerocross;FtFlow10SwMiddleMean;FtFlow10SwMiddleAbs;FtFlow10SwMiddleStd;FtFlow10SwMiddleMeand;FtFlow10SwMiddleAbsMeand;FtFlow10SwMiddleZerocross;FtFlow10SwButtMean;FtFlow10SwButtAbs;FtFlow10SwButtStd;FtFlow10SwButtMeand;FtFlow10SwButtAbsMeand;FtFlow10SwButtZerocross;FtFlowEnergyHead;FtFlowEnergyMiddle;FtFlowEnergyButt;FtFlowFwHead1MeanPos;FtFlowFwHead1MeanNeg;FtFlowFwHead1Range;FtFlowFwHead2MeanPos;FtFlowFwHead2MeanNeg;FtFlowFwHead2Range;FtFlowFwButtMeanPos;FtFlowFwButtMeanNeg;FtFlowFwButtRange;FtFlowSwHeadMeanPos;FtFlowSwHeadMeanNeg;FtFlowSwHeadRange;FtFlowSwMiddleMeanPos;FtFlowSwMiddleMeanNeg;FtFlowSwMiddleRange;FtFlowSwButtMeanPos;FtFlowSwButtMeanNeg;FtFlowSwButtRange;FtFlowCorrelation;FtFlowPeriodicityFwHead1_2_0;FtFlowPeriodicityFwHead1_2_5;FtFlowPeriodicityFwHead1_3_0;FtFlowPeriodicityFwHead1_3_5;FtFlowPeriodicityFwHead2_2_0;FtFlowPeriodicityFwHead2_2_5;FtFlowPeriodicityFwHead2_3_0;FtFlowPeriodicityFwHead2_3_5;FtFlowPeriodicityFwButt_2_0;FtFlowPeriodicityFwButt_2_5;FtFlowPeriodicityFwButt_3_0;FtFlowPeriodicityFwButt_3_5;FtFlowPeriodicitySwHead_2_0;FtFlowPeriodicitySwHead_2_5;FtFlowPeriodicitySwHead_3_0;FtFlowPeriodicitySwHead_3_5;FtFlowPeriodicitySwMiddle_2_0;FtFlowPeriodicitySwMiddle_2_5;FtFlowPeriodicitySwMiddle_3_0;FtFlowPeriodicitySwMiddle_3_5;FtFlowPeriodicitySwButt_2_0;FtFlowPeriodicitySwButt_2_5;FtFlowPeriodicitySwButt_3_0;FtFlowPeriodicitySwButt_3_5;FtFlowCorrelationJumpTemplates;FtEvArea;FtEvZnDistWallN;FtEvZnDistWallC;FtEvZnDistWallT;FtEvZnDistFeederN;FtEvZnDistNippleN;
1522;2021-01-15T16:19:04.948305+0100;1;0.9556501836;0.08348374295;0.08339589433;-0.03685118151;0.06284901635;0.4579835727;0.01453366247;0.003663745427;2.661510524e-05;0.002221715068;2.526037208e-06;0.06978457488;-12.80707985;41.83705095;63.93700592;-0.2716071202;24.2284259;10;-2.896185566;29.33121705;43.44851828;-0.3094726659;16.02779658;16;-1.091263109;17.22672827;28.0172738;0.9856300677;14.31986346;18;9.316911402;27.17341356;37.14909728;1.352859776;13.02819496;10;0.2350693297;15.27790124;22.15223527;0.1307803271;8.307963769;18;-3.727524022;9.456109455;14.77411267;-1.209198459;7.372377614;19;-21.44991686;28.39513373;45.32514919;0.6283061608;14.91064269;4;-12.58628611;18.21841958;30.64241817;3.779424771;10.6225968;11;-6.990091009;11.23227079;20.39422679;2.353667617;5.777224971;9;-4.191009607;10.30564031;20.01144757;3.583030296;6.214584423;7;-5.738823385;9.21949558;16.8483215;3.882065343;5.647796615;11;-2.931441827;4.894271918;8.374341274;0.988401045;3.283113226;11;0.9077107615;4.522037741;6.05069541;-1.270393957;3.805299304;3;0.8271517316;3.956560079;4.670253649;0.1869560155;7.007492542;6;1.742898001;3.447230596;4.71588797;-1.392720201;3.938378139;5;0.3523570716;2.067572476;2.367010823;0.1247452823;2.507111246;6;-0.6428722678;2.54406535;2.897808018;0.7273957404;2.261313471;7;-1.347588349;2.628288795;3.710094119;1.247147159;2.600133777;5;4.731663514;5.521025705;4.756442075;0;3.603683068;0.3797280788;0;5.515389701;7.303935051;3.862203145;0;5.132989883;0.07339219749;2.653014404;4.282541752;1.508096928;2.884555263;5.225428581;1.143687248;2.213251591;5.31782341;-0.9234266653;0.01655985358;0.2068400933;0.09152699355;0.03359746608;0.1359249593;0.392918512;0.1037479366;0.1251976686;0.0846111924;0.3337573555;0.07573591099;0.09524738896;0.09300232902;0.2293502806;0.0734584883;0.06281291232;0.06130188782;0.3139791641;0.07365371994;0.04033364252;0.07624493261;0.3006525051;0.06117891779;0.06927964072;1;1.117958629;NaN;NaN;NaN;NaN;NaN;
1523;2021-01-15T16:19:04.981621+0100;1;0.9548686924;-0.01519393278;0.09496335709;-0.03968430014;0.06400138679;0.4578788593;0.01448349436;0.003657737942;2.650333564e-05;0.002214883542;2.52044607e-06;0.07343717619;-13.29787053;41.48229261;63.72935804;-0.8076246674;24.06381649;10;-3.341473591;28.99780341;43.26823696;-0.8085317288;15.7688625;16;0.3630790749;18.68345035;30.91871601;2.122953981;15.45718738;18;10.40692902;28.40675841;38.49579955;1.279192848;12.95452803;10;0.3320957499;15.58680872;22.40865177;0.4269316095;8.603737057;18;-5.075428053;10.70615231;17.82218259;-1.765743755;7.92892291;19;-18.41870225;25.36391912;40.47146919;3.415766488;17.34708585;4;-9.890966841;15.53950451;26.55475541;2.724838443;11.67718313;12;-4.249229489;9.412778141;17.57214265;2.852234991;6.199965783;9;-1.268766575;7.513269864;13.3577616;1.407935526;5.93077841;8;-3.125563458;7.509603385;14.12039931;2.862719852;5.71818939;11;-1.506466366;4.527220427;7.382454646;1.216919572;3.511631753;11;-0.5702657945;3.771790716;4.865392584;-1.424362746;3.959268093;3;-0.09334141513;4.245337648;4.995476873;-1.215181654;8.000059171;7;1.030865541;2.803158252;3.588617947;-0.5402406562;4.082962405;6;0.3691304357;2.122986101;2.421264729;0.408680439;2.223176089;5;-0.2378850461;2.329562671;2.675442624;0.1787308888;2.401053179;8;-0.5802398055;1.919182611;2.505273;0.4729884213;2.476624716;6;4.455758452;5.39777725;4.627644128;0;1.556607787;0.06183207035;0;1.778818833;0.588049531;0.8269879729;1.275592232;3.196616173;0;2.064539194;0.6027872562;0;1.41635339;0.9372207522;0;0.8585513118;1.09289813;0.6303752931;0.01641876895;0.2078107926;0.08684094466;0.03821822384;0.1398330915;0.402081917;0.09856696696;0.1290541391;0.08299691106;0.3440574916;0.07394583233;0.09270834773;0.09897930225;0.2298730169;0.07634805711;0.06012121375;0.05959251462;0.3201226732;0.07436911235;0.0408464377;0.07500402977;0.3031539981;0.05807702227;0.06526602483;1;1.117171283;NaN;NaN;NaN;NaN;NaN;
1524;2021-01-15T16:19:05.014938+0100;1;0.9533041181;-0.09294398617;0.08056694712;-0.03104401737;0.06953942767;0.4576596351;0.01488310829;0.003686460296;2.714686645e-05;0.002212324447;2.945478026e-06;0.0602469308;-14.318119;40.81656605;63.1856673;-2.114776106;23.06916797;11;-3.803294275;28.53802708;42.86017109;-1.112657369;15.46473686;16;2.493304178;20.81367546;36.64384649;3.523074603;16.31677704;17;10.38788079;28.85285652;38.9485002;-0.2990873264;13.80121832;10;0.6524372005;16.07731911;22.94307007;0.585165535;8.761970983;18;-6.340057971;11.84643364;20.35181047;-1.678993369;7.842172524;18;-11.97922751;21.08586632;34.22013203;5.205297698;19.13661706;5;-5.75488835;11.98577167;20.06590579;2.881392956;11.83373764;13;-1.759916465;7.47468424;14.20136828;2.712744407;6.339456366;9;-0.04434642507;6.288849714;9.59865003;0.4586498115;5.627155667;8;-0.6983703824;5.715601796;10.20719859;1.802146772;5.567929791;11;0.07763672483;4.544847891;7.286479843;1.010717563;3.305429744;11;-1.621347026;2.949802992;3.300229318;-0.7885277922;3.848630342;3;-0.5814636061;3.854075898;4.672850462;-0.8040093509;8.411231474;7;0.3930343652;2.245490005;2.982227482;-0.2144861005;3.757207849;7;0.8933535812;2.11243092;2.25216703;0.2525133653;2.067009016;4;0.1934801069;1.963492839;2.233866566;-0.05146846988;2.170853821;8;-0.05781863938;1.404639143;1.820064091;0.0119470683;2.015583363;7;4.400104353;5.112237196;4.570459192;0.5000851034;0;1.052794337;4.013389568;0;4.759058952;0.6051488121;3.624860163;6.27311039;1.614886455;1.150806898;5.262253284;2.277504351;2.675297251;5.703052521;2.398442773;1.298318493;5.951782227;-0.4688912997;0.0175817155;0.2066081957;0.08296920995;0.03995864395;0.1435722036;0.4080963394;0.09472861183;0.1341511583;0.08090760202;0.3526847215;0.07036189054;0.08977964968;0.1043251403;0.2283371331;0.08012708683;0.06085071042;0.06325743799;0.3236787025;0.07514921984;0.04236527606;0.07300063971;0.3040591498;0.05467955034;0.06204337695;1;1.132703457;NaN;NaN;NaN;NaN;NaN;
1525;2021-01-15T16:19:05.048254+0100;1;0.9534097098;0.07089477689;0.0976650042;-0.04120689015;0.05156627389;0.4576103574;0.01415460165;0.003577177215;2.53553517e-05;0.002169587496;2.241117904e-06;0.07940216104;-16.39308919;38.9440899;60.75464556;-1.999025357;23.1348854;11;-4.927320671;27.44226954;41.25868715;-1.047461865;15.39954135;16;6.077252807;24.30722261;47.98064872;5.593984669;18.35472679;17;10.10072504;29.34846702;40.05154665;-0.4995063483;13.60309381;10;1.192000828;16.84197356;24.26285322;0.9405885733;9.117394021;18;-7.738820171;13.12450224;24.38601186;-1.812435067;7.975614222;18;-4.770819791;20.50570324;34.5463329;4.060226088;17.99154545;5;-1.398927668;10.69906548;17.61550048;3.499586541;12.45193123;13;0.5516706286;5.341273935;8.581581147;1.325579441;5.507539785;9;1.298792163;5.292218028;7.277009383;0.4464531463;5.614959002;9;0.9579393838;4.429405714;7.14067971;0.8292472311;4.956290333;11;0.7472663027;4.491121672;6.969929431;0.5097722955;3.607677942;10;-2.433679362;2.54637509;1.90891175;0.2659137899;2.79418876;2;-1.009242775;3.453653853;4.119938307;0.8971456614;7.549561891;7;-0.01895261005;2.462451788;3.189692782;-0.6442837282;3.873114326;7;1.410267895;2.527371925;2.697104651;0.4448659854;2.259361636;4;0.3420605906;1.903176499;2.123782458;0.2525637041;2.216352907;7;0.03751469261;1.428391256;1.854792662;0.2255555283;2.016211531;7;4.63937768;4.684162697;4.364050605;0;4.908328863;0.2175002098;0;4.795158101;6.020382404;3.295222425;0;4.28241539;1.271111627;1.763346333;6.981689453;3.082161163;1.561372084;5.380871296;1.226690357;1.907674074;5.132201195;-0.8454397907;0.01930661283;0.2036951382;0.07875028203;0.04143173481;0.1469807711;0.4118165035;0.08996282114;0.138027744;0.07840668146;0.3585439886;0.06948680925;0.08393787971;0.1086360871;0.2254142463;0.08283291587;0.06136692917;0.07057086966;0.3245470922;0.07538907219;0.0481513339;0.07046440996;0.3033419853;0.05103302672;0.05812285626;1;1.115596593;NaN;NaN;NaN;NaN;NaN;
1526;2021-01-15T16:19:05.081571+0100;1;0.9527821509;-0.008098586423;0.08314151378;-0.0375447911;0.06932403894;0.4575229209;0.01389457592;0.003534434575;2.468755855e-05;0.00214755481;2.002781026e-06;0.05956383772;-18.83204946;37.50251989;58.26647664;-1.672614385;22.80847443;11;-6.409747412;26.32891126;39.56031531;-1.282520407;15.6345999;17;11.15528969;29.30250042;65.38764329;6.901427754;19.66216988;16;10.16873323;29.66021068;41.19402894;-0.01393343635;13.98061574;10;1.786723236;17.70890809;26.47210165;1.38824236;9.565047808;18;-9.141096132;14.68058202;29.23274803;-1.498981312;8.289067978;18;-3.482157425;20.5439769;34.71913849;-0.2445501452;19.19734289;4;1.338728144;10.14660676;16.45951651;1.712079608;11.44064188;13;2.72278866;5.15641512;7.354132044;1.323403571;5.505363915;9;1.841136749;5.239140534;7.107357682;-0.3724290495;4.796076806;8;1.522782442;4.057270187;6.534115113;0.07365459463;4.353323651;12;0.5861374165;4.623781406;7.069341618;-0.2081247672;4.325575004;10;-4.514973904;4.627669633;8.028279829;-2.581709407;5.110868042;2;-1.645225029;4.08520277;5.593339247;-0.9532705654;8.361810944;7;-0.06479641029;2.417959528;3.170215448;0.2795136408;4.17843461;8;2.022158791;3.127934882;3.514701731;0.5890989087;2.403594559;4;0.3237330421;1.902948087;2.119639054;-0.1993618987;2.277776491;7;-0.02669974331;1.431390495;1.855766306;-0.222922802;2.186354811;7;4.817619942;4.435706531;4.1817527;0;3.261116982;0.5793869495;0;1.487651911;1.97136116;0.04538796796;0.13495914;0.7007473707;1.085331374;0;0.7602928281;0.6673775209;0;0.4447289109;0.1923940822;0.1032372578;0.4690895379;0.6312210219;0.02130635481;0.1993616266;0.07317234764;0.0471626056;0.1497126184;0.412811415;0.08384947317;0.1386477724;0.07538157965;0.3620343189;0.0678548456;0.07791632801;0.1116516995;0.2202316444;0.08467687307;0.05883998244;0.07852600223;0.3222494175;0.0755267466;0.0545265122;0.0676613424;0.3007491629;0.04670605945;0.05700393861;1;1.114236633;NaN;NaN;NaN;NaN;NaN;
1527;2021-01-15T16:19:05.114887+0100;1;0.9497885493;-0.1090761633;0.0800332321;-0.02368099767;0.06811937714;0.4570317199;0.01476067255;0.003626514058;2.639001132e-05;0.002174852761;2.751339294e-06;0.05764098239;-18.42490609;37.90966325;58.98998009;0.7337668669;24.58817954;12;-6.2871442;26.45151447;39.82932667;0.5968946845;16.52895386;18;14.83395524;32.98116597;73.46956657;4.542107356;21.20743498;16;12.23443408;31.72591153;46.21462548;2.187674219;16.02882808;10;2.202982541;18.24238877;28.01628993;1.010270711;9.639696843;18;-10.59861816;15.91625863;31.96951158;-1.136451477;8.651597813;18;-5.055243039;20.40134905;34.44436519;-2.083363264;20.23083859;5;1.806835164;10.17101499;16.45031377;-0.1768813548;11.50593838;12;3.698452579;5.418433549;7.367863843;0.4271160675;5.474784224;8;2.075781848;5.530373278;8.026683029;0.4581072952;5.42805028;8;1.465247838;4.255395182;6.763114211;0.04945360578;4.329122663;13;0.7429926869;4.584523759;7.028045076;0.267943232;4.437086069;10;-9.968313113;10.08100884;19.31267261;-6.371634982;8.448736906;2;-2.008822777;5.799138287;9.245982635;0.04320612821;9.358287638;8;0.355797153;2.809926714;3.871654746;0.5135804957;3.944367756;7;2.452957902;3.562247654;4.087286323;0.8546038758;2.295132008;4;0.6581159326;2.407227956;3.378218481;0.79529254;3.272430929;8;0.04256050967;1.600295417;2.079254592;-0.02099637552;2.388281237;8;5.132442959;4.720935248;4.344140879;0.06682919525;0.3052652532;0.5339674354;3.433450227;0;5.965811253;0.3728746176;3.749445472;6.079628468;2.437821969;0.5616803765;4.890183926;3.063212105;1.905343049;5.682250023;2.396576331;0.9148839951;5.437755108;0.03781401957;0.02394094478;0.1928861167;0.06694941684;0.0522284921;0.1516094867;0.4105461803;0.07714328424;0.1393478085;0.0717364861;0.3636271367;0.06316388349;0.07553187813;0.1132038954;0.2129252908;0.08632256775;0.05577678092;0.08630461387;0.3174896601;0.07514419745;0.0578224847;0.06517424162;0.2968228038;0.04194277041;0.05684297593;1;1.13127192;NaN;NaN;NaN;NaN;NaN;
1528;2021-01-15T16:19:05.148204+0100;1;0.9523402944;0.08893404553;0.08729933123;-0.03816503974;0.07034701974;0.4574243095;0.01392242478;0.003521460741;2.456079793e-05;0.002130912076;2.176924906e-06;0.06664494342;-19.78206017;37.47077424;58.24353512;-0.994778823;26.31672523;13;-7.095578976;26.10644854;39.45363459;-0.9330026497;18.05885119;19;16.20461986;34.35183059;74.97473973;2.019113848;22.96738235;16;15.08001992;34.57149737;54.16676853;3.227165065;16.53786174;10;2.468751614;18.59267044;28.93296996;1.151264605;9.498702948;18;-12.69774288;17.83692552;35.61230422;-2.390827836;9.795804818;17;-7.522561298;20.35403815;33.9553566;-1.828238052;19.97571338;5;1.597109399;10.47563966;16.756254;0.5382984825;11.65687553;12;3.828227739;5.454814968;7.325349705;-0.3092179247;5.316813194;8;3.307584737;6.765531805;12.30735066;2.005652687;5.985212191;8;0.7905661674;4.906571822;8.698456874;0.0236165368;4.354959732;14;1.015268941;4.413469386;6.816802151;0.3436359582;4.361393343;10;-18.95979186;19.04485295;33.00884847;-9.910987724;11.98808965;2;-2.911742692;8.519434442;15.32635082;1.645750132;8.650317712;7;1.001673531;3.334301908;5.245119531;-0.2482300997;3.534725569;6;2.793646926;4.003884504;4.586072963;1.071011695;2.078724189;3;2.169121099;3.784348784;7.358851775;2.722038692;4.373957233;7;0.4977978414;2.329932444;4.210914771;0.7917730808;2.651914185;7;6.53441171;4.911014406;4.321952027;0;4.366377189;1.593348265;0;7.255624294;6.265902996;3.85488475;1.244920322;7.070092201;2.323389549;1.215093082;7.071671486;2.461646387;2.046481431;5.092572689;1.258034968;2.279402531;5.810051918;-0.6775807649;0.02654841414;0.184996184;0.06146705058;0.05470389915;0.152395543;0.4056379773;0.07097824589;0.1424514895;0.06745939009;0.3624001588;0.06040109211;0.07268875168;0.1130804541;0.2044305991;0.08588545647;0.05562428555;0.09310544498;0.3098220093;0.07524359923;0.06130599396;0.0639665897;0.2911807629;0.0368884328;0.05779958512;1;1.112876673;NaN;NaN;NaN;NaN;NaN;
1529;2021-01-15T16:19:05.181520+0100;1;0.9512215263;-0.01196779434;0.09030962608;-0.03536262564;0.06319992105;0.4572595019;0.01378441921;0.00347827546;2.398510815e-05;0.002099353245;2.187365401e-06;0.07146619877;-20.35620942;37.05065906;57.91975131;-0.9663570331;26.34514702;13;-8.244886062;26.06612008;39.23522133;-1.800530531;18.01251054;19;16.14925585;34.3304248;75.07107739;1.327887276;23.65860892;16;18.6081172;38.09959465;61.5954665;4.117287478;16.89182926;10;3.196547741;19.32046657;30.26317815;1.486052701;9.404329746;18;-14.44200143;19.38271709;37.47211987;-2.299168799;9.887463855;17;-10.84556444;22.5629295;35.61955737;-3.37625572;21.52373105;5;-0.4438418674;12.20073314;19.50468186;-2.188629606;14.18792181;13;3.744758545;5.41539576;7.247963956;0.2003479056;5.487820413;8;6.939822768;10.38896281;21.95894725;4.318107595;7.919072618;7;0.4543656081;5.311059455;9.471253671;0.5270417203;4.858384915;15;0.2093795677;5.21935876;9.082932985;-1.335506745;5.611216664;10;-23.00846988;23.09353096;33.88617052;-4.631594181;17.26748319;2;-4.294342704;9.934842837;16.5834934;-1.664218469;11.00120172;8;1.601192141;3.933820518;5.904095224;1.003181317;4.209685813;6;2.576389366;4.480207672;5.317284632;-0.9699717868;3.992253564;4;3.155988001;4.496496137;7.787623142;1.467572917;5.398035104;7;1.662452527;3.228177216;5.47057824;1.380209793;3.240350897;7;11.35442119;5.06448681;4.350015237;0;1.374561044;0.1087204218;0.3704250827;0.8717439721;1.928223848;0.0416961357;0.7214663671;1.274419069;3.082007792;0;1.226982594;0.3917719307;0;0.2000900507;0.07734468122;0.07410185145;0.2118372321;0.4653701166;0.02937611272;0.1760566191;0.05539918358;0.05624605843;0.1518940421;0.3983873033;0.06405319417;0.1428872419;0.06235934953;0.3587823249;0.05959607217;0.06658549014;0.1113697489;0.1941511022;0.08733367906;0.05620375776;0.09831388598;0.299681897;0.0770980551;0.06595108891;0.06293568129;0.2842008217;0.03969256529;0.06017621641;1;1.111946174;NaN;NaN;NaN;NaN;NaN;
1530;2021-01-15T16:19:05.214837+0100;1;0.9483012392;-0.08400991035;0.1006441736;-0.02401480059;0.06091667404;0.456720435;0.01396699816;0.003398343112;2.326163459e-05;0.002019677642;2.655764873e-06;0.07640146193;-20.53346162;36.87340685;57.71138473;-0.3527982801;26.95870578;14;-8.932051871;25.37895428;38.46020852;-0.9643744937;18.84866658;20;15.93058172;34.11175067;75.04401776;1.69054311;23.29595309;15;21.65060976;41.14208721;65.61915614;3.16971401;17.71955486;10;4.127410688;20.25132952;31.65767672;1.323549329;9.566833118;18;-15.46153379;20.21531128;37.84705373;-1.424975143;10.76165751;17;-13.03629823;23.81712882;35.82745067;-2.218867385;22.32411069;5;-2.363825307;13.67073502;21.07035135;-2.090290422;14.286261;13;3.132429954;5.428816414;7.712804787;-0.16068825;5.848856568;9;9.770679598;12.95243048;24.75030202;2.971945794;8.943671527;6;0.4680569799;6.354881695;11.39902789;1.184529424;5.515872618;14;-1.57010152;6.998839847;13.53662324;-2.459980773;6.135977574;10;-20.71733063;25.12523558;36.147071;2.288520553;24.18759793;2;-3.611873947;10.41706539;16.99476348;-0.1032576127;12.56216257;8;2.135282868;4.410280483;6.164595862;0.884299029;4.328568101;5;1.094700021;5.961897017;8.393460239;-1.938444181;4.373803746;3;3.907208938;5.011658175;7.839996843;0.2326120355;6.066456957;6;3.335729024;4.758361828;7.369485399;1.745038423;3.605179527;6;23.90790468;7.278664119;5.473936692;0;2.4534266;1.938433647;3.584557993;0.7386423498;7.062284946;0;3.773692544;2.950452805;6.407686287;0;5.340697765;2.585302137;1.674762696;5.068619728;2.509927896;1.601406725;6.884723186;0.6946150282;0.03260550547;0.1656651734;0.04810232356;0.05851569062;0.1499997631;0.3882669089;0.06027350399;0.1416496721;0.06465021475;0.3534374848;0.05632240382;0.0621051624;0.1080297357;0.1822617635;0.08899682033;0.05461284127;0.1014000732;0.2876576149;0.07645331116;0.07117945377;0.06228266162;0.2759133465;0.04417866119;0.06194005154;1;1.130269845;NaN;NaN;NaN;NaN;NaN;
1531;2021-01-15T16:19:05.248153+0100;1;0.9444046159;0.04236430308;0.1101590584;-0.02571293017;0.04470764496;0.4562140596;0.01324860547;0.003240724132;2.111236204e-05;0.001918424907;2.277039241e-06;0.08168400278;-20.44811106;36.95875742;57.83207735;0.6504133717;26.82127833;14;-9.236839064;25.07416708;38.0284714;-0.208128024;18.93534148;20;16.68209852;34.16790492;74.90469579;2.785143206;22.20135299;15;23.99303195;43.4845094;67.82312967;1.93596294;17.76502101;10;5.060078063;21.18399689;32.81059871;1.390852033;9.499530414;18;-15.88665156;20.46432505;37.78331572;-0.5556276673;11.50591456;17;-15.44854368;25.62149415;36.33081788;-2.048284655;22.15352796;4;-4.189007214;14.84948386;22.13046815;-1.525832985;13.72180356;12;2.504250658;5.959483113;8.463861158;-0.7910863368;6.329132801;9;11.78987105;14.92063528;25.86479471;1.85231554;9.920365365;6;1.090586082;7.179069573;12.47093331;1.550913505;5.75861044;13;-2.593253446;7.953714094;14.43200799;-1.159487569;7.334610638;10;-14.13075974;31.71180647;45.52577196;7.656275576;28.58792318;1;-0.8774097872;13.15221194;21.08586124;3.79387266;14.51209484;7;2.366580679;4.515164621;6.145537296;-0.2263449214;4.378898046;4;1.13665304;6.418573322;8.671384967;0.4645462686;6.403077451;3;4.279156845;5.176589034;7.769967567;0.0800134377;6.219055555;5;4.052932871;5.415458337;7.577769102;1.200771072;4.149446878;5;44.89049257;14.02633106;8.09867453;0;30.44641509;3.983949661;0;12.29973639;25.79154968;3.783180931;0.1216386557;6.427032948;9.441775481;0;7.909650803;2.993074524;1.77163377;5.707817554;0.7482552081;2.004630774;3.85451436;0.3278648423;0.03616884469;0.1546540144;0.04235772039;0.06275774841;0.1465949576;0.3760412082;0.05839174869;0.1407749948;0.06894352527;0.3457742073;0.05421525733;0.05779451253;0.1032561062;0.1698337247;0.0882737117;0.05075152813;0.1023166827;0.2731036424;0.07453948159;0.07373593082;0.06206392075;0.2659970497;0.04749414733;0.06379574471;1;1.10865364;NaN;NaN;NaN;NaN;NaN;
